Location,CEast,CNorth,StationCode,Sample Date,SampleTime,MethodCode,OrganismCode,MarkCode,TagCode,RaceByTag,Fork Length,HeadNumber,CWTCount,Secchi,WaterTemperature
Chipps Island,595531,4211218,SB018S,4/19/13,9:51,MWTR,CHN,AdClipped,060480,Fall,108,37046,1,0.38,15.9
Chipps Island,595531,4211218,SB018N,5/1/13,11:39,MWTR,CHN,AdClipped,055608,Fall,83,37050,1,0.37,18.1
Chipps Island,595531,4211218,SB018N,4/17/13,8:42,MWTR,CHN,AdClipped,060463,Spring,95,37051,1,0.23,15.2
Chipps Island,595531,4211218,SB018S,4/19/13,9:27,MWTR,CHN,AdClipped,060480,Fall,90,37060,1,0.37,15.9
Chipps Island,595531,4211218,SB018N,4/29/13,10:16,MWTR,CHN,AdClipped,055599,Fall,80,37061,1,0.29,17.9
Chipps Island,595531,4211218,SB018N,4/29/13,9:50,MWTR,CHN,AdClipped,055608,Fall,83,37070,1,0.31,18
Chipps Island,595531,4211218,SB018N,4/29/13,9:25,MWTR,CHN,AdClipped,055597,Fall,86,37073,1,0.67,17.8
Chipps Island,595531,4211218,SB018N,12/7/12,8:51,MWTR,CHN,AdClipped,055547,LateFall,111,37087,1,0.24,13.2
Chipps Island,595531,4211218,SB018N,4/29/13,9:50,MWTR,CHN,AdClipped,060463,Spring,92,37093,1,0.31,18
Chipps Island,595531,4211218,SB018M,12/10/12,8:53,MWTR,CHN,AdClipped,055539,LateFall,178,37097,1,0.19,12.3
Chipps Island,595531,4211218,SB018M,12/21/12,7:52,MWTR,CHN,AdClipped,LT,,162,37100,1,0.35,10
Chipps Island,595531,4211218,SB018M,12/10/12,9:26,MWTR,CHN,AdClipped,055545,LateFall,193,37102,1,0.18,12.4
Chipps Island,595531,4211218,SB018N,4/19/13,11:07,MWTR,CHN,AdClipped,060463,Spring,96,37103,1,0.3,16.1
Chipps Island,595531,4211218,SB018N,4/19/13,11:07,MWTR,CHN,AdClipped,060463,Spring,93,37104,1,0.3,16.1
Chipps Island,595531,4211218,SB018N,4/19/13,11:07,MWTR,CHN,AdClipped,060463,Spring,89,37105,1,0.3,16.1
Chipps Island,595531,4211218,SB018M,12/10/12,8:53,MWTR,CHN,AdClipped,055550,LateFall,118,37106,1,0.19,12.3
Chipps Island,595531,4211218,SB018M,12/10/12,8:53,MWTR,CHN,AdClipped,055547,LateFall,164,37107,1,0.19,12.3
Chipps Island,595531,4211218,SB018N,12/7/12,10:09,MWTR,CHN,AdClipped,055537,LateFall,192,37108,1,0.25,13.2
Chipps Island,595531,4211218,SB018N,12/7/12,10:09,MWTR,CHN,AdClipped,055549,LateFall,123,37109,1,0.25,13.2
Chipps Island,595531,4211218,SB018S,4/17/13,12:09,MWTR,CHN,AdClipped,060462,Spring,83,37120,1,0.31,15.8
Chipps Island,595531,4211218,SB018M,4/19/13,7:50,MWTR,CHN,AdClipped,060463,Spring,92,37136,1,0.42,15.9
Chipps Island,595531,4211218,SB018N,4/29/13,10:16,MWTR,CHN,AdClipped,055596,Fall,85,37139,1,0.29,17.9
Chipps Island,595531,4211218,SB018N,12/7/12,8:51,MWTR,CHN,AdClipped,055547,LateFall,160,37164,1,0.24,13.2
Chipps Island,595531,4211218,SB018N,4/26/13,10:29,MWTR,CHN,AdClipped,055598,Fall,85,37185,1,0.2,16.8
Chipps Island,595531,4211218,SB018S,4/19/13,9:51,MWTR,CHN,AdClipped,060480,Fall,92,37186,1,0.38,15.9
Chipps Island,595531,4211218,SB018S,4/26/13,8:52,MWTR,CHN,AdClipped,055597,Fall,85,37187,1,0.38,16.9
Chipps Island,595531,4211218,SB018S,12/21/12,9:39,MWTR,CHN,AdClipped,060413,Fall,172,37188,1,0.21,9.8
Chipps Island,595531,4211218,SB018S,4/26/13,8:52,MWTR,CHN,AdClipped,060463,Spring,101,37189,1,0.38,16.9
Chipps Island,595531,4211218,SB018N,4/19/13,11:35,MWTR,CHN,AdClipped,060463,Spring,102,37190,1,0.4,16.2
Chipps Island,595531,4211218,SB018S,4/17/13,11:44,MWTR,CHN,AdClipped,060463,Spring,93,37191,1,0.36,15.9
Chipps Island,595531,4211218,SB018S,2/8/13,11:36,MWTR,CHN,AdClipped,055540,LateFall,180,37192,1,0.47,10
Chipps Island,595531,4211218,SB018S,2/8/13,11:12,MWTR,CHN,AdClipped,055540,LateFall,159,37194,1,0.42,10.2
Chipps Island,595531,4211218,SB018S,4/29/13,11:39,MWTR,CHN,AdClipped,055599,Fall,78,37195,1,0.39,18
Chipps Island,595531,4211218,SB018N,4/19/13,11:07,MWTR,CHN,AdClipped,060463,Spring,96,37197,1,0.3,16.1
Chipps Island,595531,4211218,SB018N,4/26/13,9:42,MWTR,CHN,AdClipped,060480,Fall,91,37198,1,0.43,16.9
Chipps Island,595531,4211218,SB018M,4/19/13,8:15,MWTR,CHN,AdClipped,060480,Fall,85,37199,1,0.41,15.9
Chipps Island,595531,4211218,SB018S,4/19/13,9:51,MWTR,CHN,AdClipped,060480,Fall,88,37200,1,0.38,15.9
Chipps Island,595531,4211218,SB018S,4/19/13,10:15,MWTR,CHN,AdClipped,060463,Spring,93,37201,1,0.42,16
Chipps Island,595531,4211218,SB018N,12/7/12,8:51,MWTR,CHN,AdClipped,055550,LateFall,116,37202,1,0.24,13.2
Chipps Island,595531,4211218,SB018N,4/19/13,11:35,MWTR,CHN,AdClipped,060462,Spring,84,37203,1,0.4,16.2
Chipps Island,595531,4211218,SB018M,4/17/13,11:19,MWTR,CHN,AdClipped,060462,Spring,95,37204,1,0.3,15.9
Chipps Island,595531,4211218,SB018S,4/17/13,12:09,MWTR,CHN,AdClipped,060463,Spring,95,37205,1,0.31,15.8
Chipps Island,595531,4211218,SB018S,3/11/13,7:43,MWTR,CHN,AdClipped,055546,LateFall,154,37207,1,0.29,12.7
Chipps Island,595531,4211218,SB018M,4/15/13,10:38,MWTR,CHN,AdClipped,060462,Spring,93,37209,1,0.28,16.3
Chipps Island,595531,4211218,SB018M,12/27/12,10:23,MWTR,CHN,AdClipped,055544,LateFall,178,37210,1,0.14,8.9
Chipps Island,595531,4211218,SB018N,4/26/13,9:42,MWTR,CHN,AdClipped,055608,Fall,84,37211,1,0.43,16.9
Chipps Island,595531,4211218,SB018N,4/26/13,9:42,MWTR,CHN,AdClipped,055598,Fall,80,37212,1,0.43,16.9
Chipps Island,595531,4211218,SB018S,4/19/13,9:51,MWTR,CHN,AdClipped,060463,Spring,93,37213,1,0.38,15.9
Chipps Island,595531,4211218,SB018S,4/26/13,8:52,MWTR,CHN,AdClipped,055598,Fall,86,37215,1,0.38,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,8:52,MWTR,CHN,AdClipped,055597,Fall,97,37216,1,0.38,16.9
Chipps Island,595531,4211218,SB018N,4/19/13,11:35,MWTR,CHN,AdClipped,060463,Spring,99,37217,1,0.4,16.2
Chipps Island,595531,4211218,SB018S,4/17/13,11:44,MWTR,CHN,AdClipped,060462,Spring,92,37218,1,0.36,15.9
Chipps Island,595531,4211218,SB018N,12/7/12,10:09,MWTR,CHN,AdClipped,055541,LateFall,120,37219,1,0.25,13.2
Chipps Island,595531,4211218,SB018M,3/8/13,7:52,MWTR,CHN,AdClipped,055538,LateFall,123,37220,1,0.52,12.3
Chipps Island,595531,4211218,SB018S,2/8/13,10:47,MWTR,CHN,AdClipped,055540,LateFall,195,37221,1,0.44,10
Chipps Island,595531,4211218,SB018M,4/29/13,8:57,MWTR,CHN,AdClipped,055599,Fall,86,37222,1,0.63,18.1
Chipps Island,595531,4211218,SB018N,12/7/12,9:15,MWTR,CHN,AdClipped,055538,LateFall,171,37224,1,0.28,13.1
Chipps Island,595531,4211218,SB018N,4/26/13,9:42,MWTR,CHN,AdClipped,060437,Spring,92,37225,1,0.43,16.9
Chipps Island,595531,4211218,SB018N,4/26/13,10:29,MWTR,CHN,AdClipped,055608,Fall,86,37226,1,0.2,16.8
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,060480,Fall,90,37228,1,0.41,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,055598,Fall,83,37229,1,0.41,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,055608,Fall,81,37230,1,0.41,16.9
Chipps Island,595531,4211218,SB018S,3/25/13,10:37,MWTR,CHN,AdClipped,055544,LateFall,152,37231,1,0.36,14.8
Chipps Island,595531,4211218,SB018N,3/20/13,9:26,MWTR,CHN,AdClipped,055540,LateFall,150,37232,1,0.6,14.4
Chipps Island,595531,4211218,SB018S,4/15/13,8:33,MWTR,CHN,AdClipped,060462,Spring,76,37233,1,0.28,16.4
Chipps Island,595531,4211218,SB018S,4/15/13,8:33,MWTR,CHN,AdClipped,060462,Spring,97,37234,1,0.28,16.4
Chipps Island,595531,4211218,SB018N,4/5/13,9:05,MWTR,CHN,AdClipped,054775,Winter,118,37235,1,0.37,15.5
Chipps Island,595531,4211218,SB018M,4/26/13,11:17,MWTR,CHN,AdClipped,055609,Fall,78,37236,1,0.21,17
Chipps Island,595531,4211218,SB018N,4/26/13,10:29,MWTR,CHN,AdClipped,060463,Spring,101,37237,1,0.2,16.8
Chipps Island,595531,4211218,SB018N,4/26/13,10:29,MWTR,CHN,AdClipped,055598,Fall,84,37238,1,0.2,16.8
Chipps Island,595531,4211218,SB018M,12/10/12,9:26,MWTR,CHN,AdClipped,055539,LateFall,146,37239,1,0.18,12.4
Chipps Island,595531,4211218,SB018M,12/10/12,10:01,MWTR,CHN,AdClipped,055550,LateFall,182,37240,1,0.19,12.7
Chipps Island,595531,4211218,SB018N,4/15/13,10:12,MWTR,CHN,AdClipped,060462,Spring,84,37242,1,0.28,16.3
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,055593,Fall,83,37243,1,0.41,16.9
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,060463,Spring,80,37244,1,0.41,16.9
Chipps Island,595531,4211218,SB018S,3/27/13,7:46,MWTR,CHN,AdClipped,055538,LateFall,114,37245,1,0.42,14.7
Chipps Island,595531,4211218,SB018S,3/22/13,10:35,MWTR,CHN,AdClipped,055540,LateFall,201,37246,1,0.49,14.5
Chipps Island,595531,4211218,SB018S,4/15/13,8:58,MWTR,CHN,AdClipped,060462,Spring,92,37247,1,0.28,16.2
Chipps Island,595531,4211218,SB018S,4/5/13,10:02,MWTR,CHN,AdClipped,NT,,88,37248,1,0.36,16.5
Chipps Island,595531,4211218,SB018S,4/15/13,8:09,MWTR,CHN,AdClipped,060462,Spring,91,37249,1,0.27,16.1
Chipps Island,595531,4211218,SB018M,4/26/13,11:17,MWTR,CHN,AdClipped,060463,Spring,97,37250,1,0.21,17
Chipps Island,595531,4211218,SB018M,4/26/13,11:17,MWTR,CHN,AdClipped,060463,Spring,90,37251,1,0.21,17
Chipps Island,595531,4211218,SB018M,4/26/13,11:17,MWTR,CHN,AdClipped,060463,Spring,90,37252,1,0.21,17
Chipps Island,595531,4211218,SB018S,12/14/12,9:52,MWTR,CHN,AdClipped,055539,LateFall,177,37254,1,0.2,11.8
Chipps Island,595531,4211218,SB018S,12/27/12,11:39,MWTR,CHN,AdClipped,055544,LateFall,197,37255,1,0.24,9.4
Chipps Island,595531,4211218,SB018N,4/15/13,10:12,MWTR,CHN,AdClipped,060462,Spring,101,37257,1,0.28,16.3
Chipps Island,595531,4211218,SB018S,4/26/13,9:16,MWTR,CHN,AdClipped,055598,Fall,80,37258,1,0.41,16.9
Chipps Island,595531,4211218,SB018M,4/15/13,11:01,MWTR,CHN,AdClipped,060462,Spring,73,37259,1,0.26,16.3
Chipps Island,595531,4211218,SB018S,3/22/13,11:00,MWTR,CHN,AdClipped,055549,LateFall,127,37260,1,0.47,14.6
Chipps Island,595531,4211218,SB018S,4/15/13,8:58,MWTR,CHN,AdClipped,060462,Spring,105,37261,1,0.28,16.2
Chipps Island,595531,4211218,SB018S,4/15/13,8:33,MWTR,CHN,AdClipped,060462,Spring,100,37262,1,0.28,16.4
Chipps Island,595531,4211218,SB018S,4/5/13,10:02,MWTR,CHN,AdClipped,NT,,103,37263,1,0.36,16.5
Chipps Island,595531,4211218,SB018M,4/26/13,11:17,MWTR,CHN,AdClipped,060463,Spring,94,37265,1,0.21,17
Chipps Island,595531,4211218,SB018M,12/5/12,7:57,MWTR,CHN,AdClipped,055537,LateFall,135,37267,1,0.48,13.6
Chipps Island,595531,4211218,SB018M,12/10/12,9:26,MWTR,CHN,AdClipped,055541,LateFall,169,37297,1,0.18,12.4
Chipps Island,595531,4211218,SB018M,12/5/12,7:57,MWTR,CHN,AdClipped,055539,LateFall,141,37299,1,0.48,13.6
Chipps Island,595531,4211218,SB018M,12/5/12,7:57,MWTR,CHN,AdClipped,055545,LateFall,169,37307,1,0.48,13.6
Chipps Island,595531,4211218,SB018M,12/10/12,10:01,MWTR,CHN,AdClipped,055545,LateFall,171,37311,1,0.19,12.7
Chipps Island,595531,4211218,SB018M,12/5/12,8:22,MWTR,CHN,AdClipped,055539,LateFall,159,37321,1,0.45,13.6
Chipps Island,595531,4211218,SB018M,12/10/12,9:26,MWTR,CHN,AdClipped,055548,LateFall,147,37322,1,0.18,12.4
Miller Park,629087,4269110,SR057E,12/28/12,10:07,SEIN,CHN,AdClipped,055547,LateFall,115,37886,1,,8.6
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,NT,,88,37893,1,,10.5
Verona,620063,4293533,SR080E,12/28/12,7:34,SEIN,CHN,AdClipped,055538,LateFall,91,37900,1,,8.7
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,054775,Winter,86,37907,1,,10.5
Elkhorn,619739,4281157,SR071E,12/7/12,10:12,SEIN,CHN,AdClipped,055549,LateFall,86,37913,1,,12.1
Garcia Bend,627192,4259597,SR049E,12/26/12,10:12,SEIN,CHN,AdClipped,055538,LateFall,113,37914,1,,8.5
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,054775,Winter,84,37920,1,,10.5
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,054782,Winter,99,37921,1,,10.5
Discovery Park,629913,4273331,SR060E,3/14/13,7:53,SEIN,CHN,AdClipped,NT,,65,37967,1,,16.8
Sand Cove,626878,4273300,SR062E,12/10/12,9:29,SEIN,CHN,AdClipped,055548,LateFall,126,38008,1,,11.2
Garcia Bend,627192,4259597,SR049E,12/7/12,13:01,SEIN,CHN,AdClipped,055547,LateFall,137,38009,1,,12.7
Garcia Bend,627192,4259597,SR049E,12/28/12,11:07,SEIN,CHN,AdClipped,055539,LateFall,123,38010,1,,8.4
Garcia Bend,627192,4259597,SR049E,12/7/12,13:01,SEIN,CHN,AdClipped,055538,LateFall,193,38023,1,,12.7
Garcia Bend,627192,4259597,SR049E,12/28/12,11:07,SEIN,CHN,AdClipped,055544,LateFall,129,38024,1,,8.4
Garcia Bend,627192,4259597,SR049E,1/2/13,12:34,SEIN,CHN,AdClipped,055542,LateFall,96,38025,1,,8
Garcia Bend,627192,4259597,SR049E,12/6/12,11:30,SEIN,CHN,AdClipped,055547,LateFall,160,38036,1,,12.8
Garcia Bend,627192,4259597,SR049E,12/7/12,13:01,SEIN,CHN,AdClipped,055537,LateFall,122,38037,1,,12.7
Garcia Bend,627192,4259597,SR049E,1/2/13,12:34,SEIN,CHN,AdClipped,055544,LateFall,135,38039,1,,8
Garcia Bend,627192,4259597,SR049E,12/6/12,11:30,SEIN,CHN,AdClipped,055547,LateFall,141,38050,1,,12.8
Garcia Bend,627192,4259597,SR049E,12/7/12,13:01,SEIN,CHN,AdClipped,055539,LateFall,190,38051,1,,12.7
Clarksburg,629188,4249338,SR043W,1/31/13,10:00,SEIN,CHN,AdClipped,055544,LateFall,116,38059,1,,10.1
Elkhorn,619739,4281157,SR071E,12/6/12,9:19,SEIN,CHN,AdClipped,055550,LateFall,92,38064,1,,12.5
Garcia Bend,627192,4259597,SR049E,12/7/12,13:01,SEIN,CHN,AdClipped,055537,LateFall,189,38065,1,,12.7
Elkhorn,619739,4281157,SR071E,12/12/12,8:08,SEIN,CHN,AdClipped,055537,LateFall,108,38067,1,,10.7
Garcia Bend,627192,4259597,SR049E,12/26/12,10:12,SEIN,CHN,AdClipped,055550,LateFall,139,38068,1,,8.5
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,054775,Winter,89,38075,1,,10.5
Garcia Bend,627192,4259597,SR049E,12/3/12,10:56,SEIN,CHN,AdClipped,055541,LateFall,108,38081,1,,13.1
Garcia Bend,627192,4259597,SR049E,12/26/12,10:12,SEIN,CHN,AdClipped,055548,LateFall,119,38082,1,,8.5
Garcia Bend,627192,4259597,SR049E,12/6/12,11:30,SEIN,CHN,AdClipped,055539,LateFall,159,38083,1,,12.8
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,054775,Winter,85,38088,1,,10.5
Wards Landing,591880,4338677,SR138E,2/26/13,8:29,SEIN,CHN,AdClipped,055550,LateFall,134,38089,1,,10.5
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055604,Fall,78,38095,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055610,Fall,73,38096,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/26/13,11:46,MWTR,CHN,AdClipped,055599,Fall,82,38097,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,4/26/13,11:21,MWTR,CHN,AdClipped,060437,Spring,82,38098,1,0.93,19.2
Sherwood Harbor,628707,4265965,SR055M,4/26/13,8:47,MWTR,CHN,AdClipped,055608,Fall,79,38099,1,0.99,19.1
Sherwood Harbor,628707,4265965,SR055M,4/24/13,11:20,MWTR,CHN,AdClipped,055608,Fall,82,38100,1,0.86,18.9
Sherwood Harbor,628707,4265965,SR055M,4/24/13,10:54,MWTR,CHN,AdClipped,055609,Fall,79,38101,1,0.88,18.9
Sherwood Harbor,628707,4265965,SR055M,12/7/12,10:54,KDTR,CHN,AdClipped,055541,LateFall,97,38104,1,0.12,12.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,9:20,MWTR,CHN,AdClipped,055605,Fall,78,38106,1,0.99,20.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,9:20,MWTR,CHN,AdClipped,055608,Fall,75,38107,1,0.99,20.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,10:21,MWTR,CHN,AdClipped,055594,Fall,77,38108,1,1.1,10.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055610,Fall,80,38109,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055609,Fall,81,38110,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055609,Fall,83,38111,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/26/13,11:21,MWTR,CHN,AdClipped,055608,Fall,77,38112,1,0.93,19.2
Sherwood Harbor,628707,4265965,SR055M,4/26/13,8:47,MWTR,CHN,AdClipped,055608,Fall,79,38113,1,0.99,19.1
Sherwood Harbor,628707,4265965,SR055M,4/26/13,7:55,MWTR,CHN,AdClipped,055609,Fall,83,38114,1,0.98,19.4
Sherwood Harbor,628707,4265965,SR055M,4/24/13,10:54,MWTR,CHN,AdClipped,055608,Fall,84,38115,1,0.88,18.9
Sherwood Harbor,628707,4265965,SR055M,12/7/12,10:54,KDTR,CHN,AdClipped,055547,LateFall,95,38118,1,0.12,12.3
Sherwood Harbor,628707,4265965,SR055M,12/14/12,9:49,KDTR,CHN,AdClipped,055545,LateFall,132,38119,1,0.32,10.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,9:20,MWTR,CHN,AdClipped,055599,Fall,82,38120,1,0.99,20.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,9:20,MWTR,CHN,AdClipped,055605,Fall,80,38121,1,0.99,20.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,10:52,MWTR,CHN,AdClipped,055604,Fall,88,38122,1,1.06,20.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,9:51,MWTR,CHN,AdClipped,NT,,77,38123,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055606,Fall,76,38124,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/30/13,7:53,MWTR,CHN,AdClipped,055610,Fall,78,38125,1,0.98,20.3
Sherwood Harbor,628707,4265965,SR055M,4/26/13,11:46,MWTR,CHN,AdClipped,055608,Fall,78,38126,1,0.94,19.1
Sherwood Harbor,628707,4265965,SR055M,4/26/13,9:12,MWTR,CHN,AdClipped,055608,Fall,79,38127,1,0.99,19
Sherwood Harbor,628707,4265965,SR055M,4/26/13,8:21,MWTR,CHN,AdClipped,055597,Fall,90,38128,1,0.86,19.3
Sherwood Harbor,628707,4265965,SR055M,4/24/13,10:29,MWTR,CHN,AdClipped,055599,Fall,82,38129,1,0.86,18.9
Sherwood Harbor,628707,4265965,SR055M,12/12/12,11:47,KDTR,CHN,AdClipped,055545,LateFall,105,38133,1,0.21,10.9
Sherwood Harbor,628707,4265965,SR055M,4/5/13,8:11,MWTR,CHN,AdClipped,068082,Fall,77,38134,1,0.69,16
Sherwood Harbor,628707,4265965,SR055M,4/30/13,9:20,MWTR,CHN,AdClipped,055606,Fall,77,38135,1,0.99,20.2
Sherwood Harbor,628707,4265965,SR055M,4/30/13,10:21,MWTR,CHN,AdClipped,055608,Fall,79,38136,1,1.1,10.2
Sherwood Harbor,628707,4265965,SR055M,4/22/13,11:15,MWTR,CHN,AdClipped,055599,Fall,81,38137,1,0.62,18.8
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055593,Fall,80,38138,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,12:15,MWTR,CHN,AdClipped,055598,Fall,84,38139,1,0.85,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055608,Fall,84,38140,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,055596,Fall,80,38141,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,055596,Fall,80,38142,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055597,Fall,77,38143,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/15/13,10:38,MWTR,CHN,AdClipped,060463,Spring,90,38144,1,0.88,17.2
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:17,MWTR,CHN,AdClipped,060463,Spring,97,38145,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:17,MWTR,CHN,AdClipped,055593,Fall,86,38146,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,89,38147,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,90,38148,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,12/10/12,8:48,KDTR,CHN,AdClipped,055549,LateFall,138,38150,1,0.2,11.3
Sherwood Harbor,628707,4265965,SR055M,4/22/13,11:15,MWTR,CHN,AdClipped,060463,Spring,89,38151,1,0.62,18.8
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055599,Fall,80,38152,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,060463,Spring,89,38153,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,060463,Spring,89,38154,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,060463,Spring,93,38155,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,060463,Spring,97,38156,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055598,Fall,83,38157,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/15/13,10:38,MWTR,CHN,AdClipped,060463,Spring,95,38158,1,0.88,17.2
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,060463,Spring,88,38159,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:17,MWTR,CHN,AdClipped,060463,Spring,92,38160,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,98,38161,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,94,38162,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,12/10/12,9:47,KDTR,CHN,AdClipped,055549,LateFall,140,38164,1,0.2,11.3
Sherwood Harbor,628707,4265965,SR055M,4/22/13,11:15,MWTR,CHN,AdClipped,060463,Spring,87,38165,1,0.62,18.8
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,055599,Fall,80,38166,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055596,Fall,81,38167,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055609,Fall,73,38168,1,0.82,15.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,055608,Fall,75,38169,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:19,MWTR,CHN,AdClipped,060463,Spring,93,38170,1,0.92,15.5
Sherwood Harbor,628707,4265965,SR055M,4/17/13,10:45,MWTR,CHN,AdClipped,060463,Spring,88,38171,1,0.9,15.5
Sherwood Harbor,628707,4265965,SR055M,4/15/13,10:38,MWTR,CHN,AdClipped,060463,Spring,96,38172,1,0.88,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,9:40,MWTR,CHN,AdClipped,060463,Spring,87,38173,1,0.87,17.2
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:17,MWTR,CHN,AdClipped,055599,Fall,77,38174,1,0.85,15.4
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,92,38175,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,90,38176,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,4/15/13,8:21,MWTR,CHN,AdClipped,060463,Spring,93,38177,1,0.92,17.2
Sherwood Harbor,628707,4265965,SR055M,1/30/13,7:24,KDTR,CHN,AdClipped,055540,LateFall,153,38178,1,0.45,9.3
Sherwood Harbor,628707,4265965,SR055M,4/22/13,10:48,MWTR,CHN,AdClipped,060463,Spring,97,38179,1,0.64,18.8
Sherwood Harbor,628707,4265965,SR055M,4/22/13,9:34,MWTR,CHN,AdClipped,060463,Spring,97,38180,1,0.73,18.6
Sherwood Harbor,628707,4265965,SR055M,4/17/13,11:45,MWTR,CHN,AdClipped,055608,Fall,80,38181,1,0.82,15.6
